asset_id,attribute_count,attribute_count_rarity_score,Earring_attribute,Earring_rarity_score,Background_attribute,Background_rarity_score,Fur_attribute,Fur_rarity_score,Clothes_attribute,Clothes_rarity_score,Mouth_attribute,Mouth_rarity_score,Eyes_attribute,Eyes_rarity_score,Hat_attribute,Hat_rarity_score,overall_rarity_score
18,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Robot,36.90036900369004,Vietnam Jacket,44.24778761061947,Bored Cigarette,14.04494382022472,Cyborg,92.59259259259258,,4.440497335701599,205.3261043272454
19,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Tan,15.974440894568689,,5.324813631522897,Rage,37.59398496240602,Eyepatch,30.030030030030026,Bayc Hat Black,43.859649122807014,146.19393284909424
20,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Gray,20.161290322580644,Bandolier,61.34969325153375,Phoneme Vuh,30.030030030030026,3d,20.449897750511248,Beanie,17.301038062283737,160.63417914651143
21,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Black,8.136696501220504,Black Holes T,48.78048780487805,Phoneme  ooo,39.21568627450981,Bored,5.827505827505828,,4.440497335701599,119.59768922177385
22,7,5.310674455655868,Gold Stud,22.779043280182233,New Punk Blue,8.116883116883116,Zombie,33.11258278145695,Tuxedo Tee,42.5531914893617,Bored Unshaven,6.447453255963895,Sleepy,13.315579227696405,S&m Hat,42.5531914893617,174.18859909656186
23,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Trippy,129.87012987012986,,5.324813631522897,Bored Pipe,75.75757575757576,Bored,5.827505827505828,Beanie,17.301038062283737,247.33346039516806
24,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Black,8.136696501220504,Bayc T Black,46.51162790697675,Dumbfounded,19.801980198019802,Hypnotized,45.45454545454546,Fez,26.525198938992045,157.6201288515537
25,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Brown,7.2992700729927,Guayabera,43.10344827586207,Bored Cigarette,14.04494382022472,Closed,14.04494382022472,,4.440497335701599,96.33765044892871
26,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Dark Brown,7.396449704142013,Stunt Jacket,56.17977528089888,Bored Cigarette,14.04494382022472,3d,20.449897750511248,Stuntman Helmet,63.69426751592357,172.95541392349955
27,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Gray,20.161290322580644,Sleeveless T,39.682539682539684,Bored,4.401408450704225,Bored,5.827505827505828,Army Hat,34.013605442176875,115.22084780911445
28,6,1.8793459875963163,Silver Stud,12.150668286755772,Purple,7.733952049497293,Tan,15.974440894568689,,5.324813631522897,Bored Cigarette,14.04494382022472,X Eyes,40.816326530612244,Bayc Flipped Brim,43.29004329004329,141.21453449082122
29,4,39.37007874015748,,1.424298532972511,Blue,8.038585209003216,Tan,15.974440894568689,,5.324813631522897,Bored Unshaven,6.447453255963895,Robot,28.57142857142857,,4.440497335701599,109.59159617131886
30,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Gray,20.161290322580644,Tuxedo Tee,42.5531914893617,Bored Unshaven Cigarette,22.831050228310502,Holographic,66.2251655629139,,4.440497335701599,169.46359218501834
31,7,5.310674455655868,Silver Hoop,11.312217194570135,Yellow,7.79423226812159,Dmt,46.51162790697675,Black Holes T,48.78048780487805,Bored Unshaven,6.447453255963895,Eyepatch,30.030030030030026,Party Hat 2,91.74311926605505,247.92984218225138
32,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,Hip Hop,78.125,Bored,4.401408450704225,Sunglasses,28.409090909090907,Halo,30.8641975308642,160.23374316486746
33,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Red,21.09704641350211,Vietnam Jacket,44.24778761061947,Small Grin,36.76470588235294,Closed,14.04494382022472,Girl's Hair Pink,95.23809523809523,222.43017553486058
34,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Black,8.136696501220504,Sleeveless T,39.682539682539684,Bored,4.401408450704225,Sleepy,13.315579227696405,Bayc Hat Red,84.03361344537815,160.70433539114617
35,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Death Bot,57.14285714285714,Navy Striped Tee,29.761904761904763,Jovial,33.78378378378378,3d,20.449897750511248,,4.440497335701599,158.98348789868143
36,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,Sailor Shirt,35.2112676056338,Bored Unshaven,6.447453255963895,Bored,5.827505827505828,,4.440497335701599,72.42308769336411
37,7,5.310674455655868,Silver Hoop,11.312217194570135,Blue,8.038585209003216,Blue,20.408163265306122,Striped Tee,24.154589371980677,Bored,4.401408450704225,Bored,5.827505827505828,Bowler,38.167938931297705,117.62108270602377
38,6,1.8793459875963163,Cross,67.11409395973155,Blue,8.038585209003216,Black,8.136696501220504,Navy Striped Tee,29.761904761904763,Bored Cigarette,14.04494382022472,Closed,14.04494382022472,,4.440497335701599,147.46101139560736
39,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Gray,20.161290322580644,Leather Jacket,48.543689320388346,Dumbfounded,19.801980198019802,Bloodshot,11.82033096926714,Fez,26.525198938992045,138.0425696010471
40,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Dark Brown,7.396449704142013,Biker Vest,39.52569169960474,Bored,4.401408450704225,Sad,18.148820326678766,Spinner Hat,55.24861878453038,136.14151660311205
41,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,Navy Striped Tee,29.761904761904763,Phoneme  ooo,39.21568627450981,Sad,18.148820326678766,Sea Captain's Hat,32.67973856209151,138.24019619939298
42,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Dark Brown,7.396449704142013,Biker Vest,39.52569169960474,Bored Pizza,200.0,Coins,20.876826722338205,Baby's Bonnet,63.291139240506325,342.1879841552817
43,6,1.8793459875963163,Silver Stud,12.150668286755772,Orange,7.830853563038371,Brown,7.2992700729927,Wool Turtleneck,41.666666666666664,Grin,13.986013986013987,Coins,20.876826722338205,,4.440497335701599,110.1301426211036
44,7,5.310674455655868,Gold Stud,22.779043280182233,New Punk Blue,8.116883116883116,Gray,20.161290322580644,Tweed Suit,70.92198581560284,Bored Unshaven,6.447453255963895,Coins,20.876826722338205,Baby's Bonnet,63.291139240506325,217.90529620971313
45,6,1.8793459875963163,Silver Stud,12.150668286755772,Orange,7.830853563038371,Black,8.136696501220504,Lumberjack Shirt,46.948356807511736,Phoneme Wah,61.34969325153375,Eyepatch,30.030030030030026,,4.440497335701599,172.76614176338805
46,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Gray,20.161290322580644,Bone Necklace,48.78048780487805,Bored,4.401408450704225,Heart,25.38071065989848,Fez,26.525198938992045,137.09974924463083
47,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Pink,19.569471624266146,,5.324813631522897,Bored Cigarette,14.04494382022472,3d,20.449897750511248,Sea Captain's Hat,32.67973856209151,105.4798795963761
48,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Red,21.09704641350211,Prison Jumpsuit,42.5531914893617,Bored Unshaven,6.447453255963895,Scumbag,42.918454935622314,,4.440497335701599,130.86119055407454
49,7,5.310674455655868,Silver Stud,12.150668286755772,Purple,7.733952049497293,Cheetah,24.509803921568626,Bone Tee,43.47826086956522,Bored Unshaven Cigarette,22.831050228310502,Bored,5.827505827505828,Fisherman's Hat,28.98550724637681,150.8274228852359
50,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Robot,36.90036900369004,Sailor Shirt,35.2112676056338,Tongue Out,49.01960784313725,Bored,5.827505827505828,Seaman's Hat,23.809523809523807,162.11697090289942
51,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Dark Brown,7.396449704142013,Lumberjack Shirt,46.948356807511736,Bored Unshaven,6.447453255963895,Cyborg,92.59259259259258,Girl's Hair Short,66.66666666666667,231.1860171104841
52,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Black,8.136696501220504,Work Vest,53.191489361702125,Bored,4.401408450704225,Sleepy,13.315579227696405,King's Crown,129.87012987012986,220.26400022486183
53,5,3.941663381947182,,1.424298532972511,Yellow,7.79423226812159,Brown,7.2992700729927,,5.324813631522897,Grin,13.986013986013987,Wide Eyed,18.214936247723134,Fez,26.525198938992045,84.51042706028605
54,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Pink,19.569471624266146,Leather Jacket,48.543689320388346,Bored,4.401408450704225,Sleepy,13.315579227696405,,4.440497335701599,103.3705599231737
55,7,5.310674455655868,Gold Stud,22.779043280182233,New Punk Blue,8.116883116883116,Cheetah,24.509803921568626,Lumberjack Shirt,46.948356807511736,Grin Multicolored,86.20689655172414,Sunglasses,28.409090909090907,Bunny Ears,51.282051282051285,273.56280032466793
56,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Brown,7.2992700729927,Guayabera,43.10344827586207,Dumbfounded,19.801980198019802,Crazy,24.57002457002457,Commie Hat,32.89473684210526,138.76733674769483
57,7,5.310674455655868,Silver Stud,12.150668286755772,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Bayc T Red,71.42857142857143,Phoneme L,41.1522633744856,Sad,18.148820326678766,Seaman's Hat,23.809523809523807,187.44202367865316
58,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Zombie,33.11258278145695,Navy Striped Tee,29.761904761904763,Discomfort,47.61904761904761,Angry,23.148148148148145,Commie Hat,32.89473684210526,177.63429694135314
59,5,3.941663381947182,,1.424298532972511,Gray,8.547008547008547,Red,21.09704641350211,Navy Striped Tee,29.761904761904763,Phoneme Wah,61.34969325153375,Wide Eyed,18.214936247723134,,4.440497335701599,148.7770484722936
60,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Pink,19.569471624266146,Bayc T Black,46.51162790697675,Bored Unshaven Cigar,106.38297872340425,Scumbag,42.918454935622314,,4.440497335701599,233.07542777212103
61,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Cream,15.723270440251572,Bone Tee,43.47826086956522,Bored Cigarette,14.04494382022472,Eyepatch,30.030030030030026,,4.440497335701599,120.9693997419231
62,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Cream,15.723270440251572,Tanktop,42.5531914893617,Rage,37.59398496240602,Heart,25.38071065989848,,4.440497335701599,138.94405213376933
63,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Zombie,33.11258278145695,Sailor Shirt,35.2112676056338,Grin,13.986013986013987,Sunglasses,28.409090909090907,Bunny Ears,51.282051282051285,173.34323629381896
64,7,5.310674455655868,Gold Hoop,21.645021645021647,Purple,7.733952049497293,Brown,7.2992700729927,Navy Striped Tee,29.761904761904763,Bored,4.401408450704225,3d,20.449897750511248,Army Hat,34.013605442176875,130.6157346284646
65,5,3.941663381947182,,1.424298532972511,New Punk Blue,8.116883116883116,Blue,20.408163265306122,Stunt Jacket,56.17977528089888,Bored Cigarette,14.04494382022472,Bored,5.827505827505828,,4.440497335701599,114.38373056143996
66,7,5.310674455655868,Cross,67.11409395973155,Army Green,8.045052292839904,Pink,19.569471624266146,Blue Dress,105.26315789473685,Bored Cigarette,14.04494382022472,Bored,5.827505827505828,Bayc Flipped Brim,43.29004329004329,268.4649431650042
67,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Black,8.136696501220504,Bayc T Red,71.42857142857143,Grin,13.986013986013987,Sleepy,13.315579227696405,,4.440497335701599,124.50417395716198
68,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Blue,20.408163265306122,Black T,29.940119760479043,Bored Unshaven Cigarette,22.831050228310502,Bloodshot,11.82033096926714,Ww2 Pilot Helm,90.90909090909092,187.04325321606092
69,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Dark Brown,7.396449704142013,,5.324813631522897,Phoneme  ooo,39.21568627450981,Sad,18.148820326678766,Seaman's Hat,23.809523809523807,107.09210922433535
70,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Brown,7.2992700729927,Bone Necklace,48.78048780487805,Phoneme  ooo,39.21568627450981,Sunglasses,28.409090909090907,,4.440497335701599,141.24494636159005
71,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Cheetah,24.509803921568626,Stunt Jacket,56.17977528089888,Bored,4.401408450704225,Bloodshot,11.82033096926714,Bowler,38.167938931297705,146.21375563734375
72,7,5.310674455655868,Gold Stud,22.779043280182233,Yellow,7.79423226812159,Blue,20.408163265306122,Prison Jumpsuit,42.5531914893617,Bored,4.401408450704225,Bloodshot,11.82033096926714,Horns,39.682539682539684,154.74958386113855
73,7,5.310674455655868,Gold Stud,22.779043280182233,Army Green,8.045052292839904,Solid Gold,217.3913043478261,Work Vest,53.191489361702125,Rage,37.59398496240602,Sad,18.148820326678766,Bandana Blue,112.35955056179776,474.8199195890887
74,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Death Bot,57.14285714285714,Guayabera,43.10344827586207,Phoneme Vuh,30.030030030030026,Angry,23.148148148148145,Bowler,38.167938931297705,202.6300190982612
75,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Golden Brown,12.820512820512821,Bayc T Red,71.42857142857143,Discomfort,47.61904761904761,Closed,14.04494382022472,S&m Hat,42.5531914893617,199.60076526132548
76,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Brown,7.2992700729927,Toga,49.504950495049506,Grin,13.986013986013987,Bored,5.827505827505828,Fez,26.525198938992045,114.56346695800602
77,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Red,21.09704641350211,Wool Turtleneck,41.666666666666664,Dumbfounded,19.801980198019802,Coins,20.876826722338205,Beanie,17.301038062283737,131.84143485150094
78,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Black,8.136696501220504,Lab Coat,69.44444444444444,Grin,13.986013986013987,3d,20.449897750511248,Fez,26.525198938992045,149.64012840987266
79,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Lab Coat,69.44444444444444,Bored,4.401408450704225,Bored,5.827505827505828,,4.440497335701599,104.9213199702577
80,7,5.310674455655868,Diamond Stud,45.04504504504504,Orange,7.830853563038371,Brown,7.2992700729927,Tanktop,42.5531914893617,Bored Unshaven,6.447453255963895,Sad,18.148820326678766,Horns,39.682539682539684,172.31784789127602
81,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Red,21.09704641350211,Cowboy Shirt,84.03361344537815,Discomfort,47.61904761904761,Blindfold,37.87878787878788,,4.440497335701599,208.47353981634026
82,6,1.8793459875963163,Silver Hoop,11.312217194570135,Army Green,8.045052292839904,Cream,15.723270440251572,Service,70.4225352112676,Jovial,33.78378378378378,Sad,18.148820326678766,,4.440497335701599,163.75552257268967
83,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Cream,15.723270440251572,Tweed Suit,70.92198581560284,Bored Unshaven,6.447453255963895,Coins,20.876826722338205,Ww2 Pilot Helm,90.90909090909092,216.22085687281947
84,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Brown,7.2992700729927,Hawaiian,35.3356890459364,Bored Unshaven,6.447453255963895,Coins,20.876826722338205,Ww2 Pilot Helm,90.90909090909092,172.28885764377407
85,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Tan,15.974440894568689,Admirals Coat,156.25,Grin,13.986013986013987,Bloodshot,11.82033096926714,Bowler,38.167938931297705,247.54095451071953
86,6,1.8793459875963163,Gold Hoop,21.645021645021647,New Punk Blue,8.116883116883116,Zombie,33.11258278145695,Tuxedo Tee,42.5531914893617,Bored,4.401408450704225,Bored,5.827505827505828,,4.440497335701599,121.97643663423139
87,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Cheetah,24.509803921568626,Guayabera,43.10344827586207,Bored Unshaven,6.447453255963895,Sunglasses,28.409090909090907,Bunny Ears,51.282051282051285,164.9419274963359
88,7,5.310674455655868,Gold Hoop,21.645021645021647,Blue,8.038585209003216,Black,8.136696501220504,Pimp Coat,125.0,Bored Unshaven,6.447453255963895,Wide Eyed,18.214936247723134,Horns,39.682539682539684,232.47590699712794
89,5,3.941663381947182,,1.424298532972511,Gray,8.547008547008547,Black,8.136696501220504,,5.324813631522897,Bored Dagger,204.08163265306123,3d,20.449897750511248,Commie Hat,32.89473684210526,284.80074784034935
90,7,5.310674455655868,Silver Hoop,11.312217194570135,Army Green,8.045052292839904,Golden Brown,12.820512820512821,Tweed Suit,70.92198581560284,Grin,13.986013986013987,Hypnotized,45.45454545454546,Prussian Helmet,76.92307692307692,244.77407894281794
91,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Brown,7.2992700729927,Black Holes T,48.78048780487805,Bored Cigarette,14.04494382022472,Sleepy,13.315579227696405,Beanie,17.301038062283737,112.09001580148434
92,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Pink,19.569471624266146,,5.324813631522897,Jovial,33.78378378378378,Heart,25.38071065989848,Beanie,17.301038062283737,114.76436488567796
93,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,White,25.188916876574307,Hip Hop,78.125,Bored Unshaven Cigarette,22.831050228310502,Bored,5.827505827505828,Fez,26.525198938992045,169.5352684414488
94,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Zombie,33.11258278145695,Black Holes T,48.78048780487805,Bored Unshaven Kazoo,163.93442622950818,Closed,14.04494382022472,Beanie,17.301038062283737,288.36355855015074
95,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Tan,15.974440894568689,Lumberjack Shirt,46.948356807511736,Bored,4.401408450704225,Scumbag,42.918454935622314,S&m Hat,42.5531914893617,163.89372936645907
96,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Robot,36.90036900369004,Stunt Jacket,56.17977528089888,Bored Unshaven Cigarette,22.831050228310502,Sleepy,13.315579227696405,Girl's Hair Short,66.66666666666667,206.99131719595294
97,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Dark Brown,7.396449704142013,,5.324813631522897,Bored,4.401408450704225,Heart,25.38071065989848,Commie Hat,32.89473684210526,88.80266641229579
98,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Death Bot,57.14285714285714,Stunt Jacket,56.17977528089888,Rage,37.59398496240602,Bored,5.827505827505828,Spinner Hat,55.24861878453038,223.8433950657756
99,7,5.310674455655868,Silver Hoop,11.312217194570135,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Black Holes T,48.78048780487805,Grin,13.986013986013987,Closed,14.04494382022472,Sushi Chef Headband,53.475935828877,162.35177508720167
100,5,3.941663381947182,,1.424298532972511,Yellow,7.79423226812159,Dark Brown,7.396449704142013,,5.324813631522897,Bored Cigarette,14.04494382022472,Wide Eyed,18.214936247723134,Party Hat 2,91.74311926605505,149.8844568527091
101,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Gray,20.161290322580644,Navy Striped Tee,29.761904761904763,Bored,4.401408450704225,Eyepatch,30.030030030030026,Fisherman's Hat,28.98550724637681,124.68883762500519
102,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Gray,20.161290322580644,Biker Vest,39.52569169960474,Bored,4.401408450704225,Bored,5.827505827505828,Irish Boho,44.44444444444444,125.550420596639
103,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Black,8.136696501220504,Leather Jacket,48.543689320388346,Phoneme L,41.1522633744856,Sleepy,13.315579227696405,Short Mohawk,31.446540880503143,153.63236587436012
104,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Brown,7.2992700729927,Bayc T Black,46.51162790697675,Bored Pipe,75.75757575757576,Holographic,66.2251655629139,Laurel Wreath,138.88888888888889,345.87260804114715
105,7,5.310674455655868,Silver Hoop,11.312217194570135,Aquamarine,7.886435331230284,Black,8.136696501220504,Striped Tee,24.154589371980677,Rage,37.59398496240602,Coins,20.876826722338205,Seaman's Hat,23.809523809523807,139.0809483489255
106,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Cheetah,24.509803921568626,Tuxedo Tee,42.5531914893617,Bored,4.401408450704225,Crazy,24.57002457002457,Bunny Ears,51.282051282051285,158.73700735116233
107,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Red,21.09704641350211,Space Suit,95.23809523809523,Bored,4.401408450704225,Zombie,32.467532467532465,Short Mohawk,31.446540880503143,195.99285317990922
108,6,1.8793459875963163,Gold Stud,22.779043280182233,Purple,7.733952049497293,Dark Brown,7.396449704142013,,5.324813631522897,Grin,13.986013986013987,X Eyes,40.816326530612244,Sea Captain's Hat,32.67973856209151,132.59568373165848
109,6,1.8793459875963163,Silver Stud,12.150668286755772,Orange,7.830853563038371,Dark Brown,7.396449704142013,Bayc T Black,46.51162790697675,Bored Cigarette,14.04494382022472,Eyepatch,30.030030030030026,,4.440497335701599,124.28441663446554
110,7,5.310674455655868,Cross,67.11409395973155,Yellow,7.79423226812159,Tan,15.974440894568689,Striped Tee,24.154589371980677,Bored Unshaven,6.447453255963895,Bloodshot,11.82033096926714,Beanie,17.301038062283737,155.91685323757315
111,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Brown,7.2992700729927,Leather Jacket,48.543689320388346,Bored Unshaven,6.447453255963895,Angry,23.148148148148145,Bayc Flipped Brim,43.29004329004329,139.86310217114357
112,5,3.941663381947182,,1.424298532972511,New Punk Blue,8.116883116883116,Cream,15.723270440251572,,5.324813631522897,Bored,4.401408450704225,X Eyes,40.816326530612244,Cowboy Hat,28.248587570621467,107.99725165551521
113,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Black,8.136696501220504,Navy Striped Tee,29.761904761904763,Bored,4.401408450704225,Zombie,32.467532467532465,Horns,39.682539682539684,126.30073493147901
114,7,5.310674455655868,Silver Hoop,11.312217194570135,Yellow,7.79423226812159,Dark Brown,7.396449704142013,Bone Tee,43.47826086956522,Bored Cigarette,14.04494382022472,Holographic,66.2251655629139,Seaman's Hat,23.809523809523807,179.37146768471723
115,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Cream,15.723270440251572,Sleeveless T,39.682539682539684,Bored Cigar,82.64462809917356,Bloodshot,11.82033096926714,Bayc Hat Black,43.859649122807014,204.7680148841051
116,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Black,8.136696501220504,Sleeveless T,39.682539682539684,Bored Unshaven Cigarette,22.831050228310502,Coins,20.876826722338205,,4.440497335701599,109.22000771626047
117,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Tan,15.974440894568689,Navy Striped Tee,29.761904761904763,Bored Cigarette,14.04494382022472,Cyborg,92.59259259259258,Beanie,17.301038062283737,181.01714986114655
118,5,3.941663381947182,,1.424298532972511,New Punk Blue,8.116883116883116,Tan,15.974440894568689,Navy Striped Tee,29.761904761904763,Bored Kazoo,135.13513513513513,Blue Beams,196.078431372549,,4.440497335701599,394.873254531662
