asset_id,attribute_count,attribute_count_rarity_score,Background_attribute,Background_rarity_score,Body_attribute,Body_rarity_score,Body_Grade_attribute,Body_Grade_rarity_score,Head_attribute,Head_rarity_score,Head_Grade_attribute,Head_Grade_rarity_score,Mouth_attribute,Mouth_rarity_score,Mouth_Grade_attribute,Mouth_Grade_rarity_score,Nose_attribute,Nose_rarity_score,Nose_Grade_attribute,Nose_Grade_rarity_score,Eyes_attribute,Eyes_rarity_score,Eyes_Grade_attribute,Eyes_Grade_rarity_score,overall_rarity_score
11,11,1.0,Pink,6.644518272425249,Dark Grey Brand Tee,46.29629629629629,Damaged,2.881014116969173,Curtains,30.211480362537767,Damaged,2.8328611898017,Grimace,12.345679012345679,Rotten,4.012841091492777,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Sad,17.88908765652952,Rotten,3.965107057890563,135.41584040351364
12,11,1.0,Pink,6.644518272425249,Tatts,45.24886877828054,Fresh,2.4691358024691357,Bandana,32.89473684210526,Rotten,3.897116134060795,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Demon,18.214936247723134,Rotten,3.965107057890563,138.29978228176094
13,11,1.0,Blue,3.2927230819888043,Denim Dungarees,41.666666666666664,Fresh,2.4691358024691357,Bowlcut,29.15451895043732,Damaged,2.8328611898017,Glum,12.88659793814433,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Thick Rim,17.921146953405017,Fresh,2.531645569620253,124.85155882187593
14,11,1.0,Orange,3.3875338753387534,Tee With Vest,42.73504273504273,Fresh,2.4691358024691357,Black Cap,27.700831024930746,Fresh,2.5614754098360653,Skully,13.458950201884251,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Surprised,18.45018450184502,Damaged,2.834467120181406,127.33251142448579
15,11,1.0,Purple,6.657789613848203,Tatts,45.24886877828054,Damaged,2.881014116969173,Cornrows,27.77777777777778,Damaged,2.8328611898017,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Sleepy,19.49317738791423,Rotten,3.965107057890563,133.287760783238
16,11,1.0,Purple,6.657789613848203,Spiked Jacket,40.48582995951417,Rotten,4.033884630899556,Grey Bucket,32.57328990228013,Damaged,2.8328611898017,Glum,12.88659793814433,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Sleepy,19.49317738791423,Damaged,2.834467120181406,132.76224905189312
17,11,1.0,Blue,3.2927230819888043,Spiked Jacket,40.48582995951417,Damaged,2.881014116969173,Top Knot,31.152647975077883,Damaged,2.8328611898017,Snarl,12.594458438287154,Rotten,4.012841091492777,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Surprised,18.45018450184502,Fresh,2.531645569620253,126.68788688492313
18,11,1.0,Blue,3.2927230819888043,Tee With Vest,42.73504273504273,Rotten,4.033884630899556,Blackhat,31.25,Fresh,2.5614754098360653,Lips,13.157894736842106,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Black Glasses,17.543859649122805,Damaged,2.834467120181406,129.0057265535005
19,11,1.0,Pink,6.644518272425249,Orange Puffvest,41.1522633744856,Fresh,2.4691358024691357,Bouffant,27.700831024930746,Damaged,2.8328611898017,Surprised,13.623978201634877,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Surprised,18.45018450184502,Damaged,2.834467120181406,126.67259079708312
20,11,1.0,Charcoal,9.9601593625498,Black Turtleneck,42.016806722689076,Rotten,4.033884630899556,Flattop,29.940119760479043,Fresh,2.5614754098360653,Glum,12.88659793814433,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Moody,18.975332068311197,Fresh,2.531645569620253,135.32849321551296
21,11,1.0,Orange,3.3875338753387534,Purple Hoodie,43.10344827586207,Rotten,4.033884630899556,Side Shave,27.47252747252747,Damaged,2.8328611898017,Smiley,12.836970474967908,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,White Glasses,18.552875695732837,Fresh,2.531645569620253,127.31067627883961
22,11,1.0,Orange,3.3875338753387534,Denim Dungarees,41.666666666666664,Fresh,2.4691358024691357,Cornrows,27.77777777777778,Damaged,2.8328611898017,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Mutant,17.36111111111111,Damaged,2.834467120181406,123.39274628438001
23,11,1.0,Purple,6.657789613848203,Orange BBall,41.49377593360996,Fresh,2.4691358024691357,Orange Beanie,29.32551319648094,Fresh,2.5614754098360653,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Moody,18.975332068311197,Damaged,2.834467120181406,128.76594427452935
24,11,1.0,Pink,6.644518272425249,Suspenders,40.0,Fresh,2.4691358024691357,Orange Bucket,28.73563218390805,Fresh,2.5614754098360653,Skully,13.458950201884251,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Demon,18.214936247723134,Damaged,2.834467120181406,126.84170351165523
25,11,1.0,Pink,6.644518272425249,Spiked Jacket,40.48582995951417,Fresh,2.4691358024691357,Mohawk,29.498525073746315,Damaged,2.8328611898017,Gold Grin,13.140604467805518,Rotten,4.012841091492777,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Surprised,18.45018450184502,Damaged,2.834467120181406,128.7059228265062
26,11,1.0,Orange,3.3875338753387534,Blue Puffvest,45.45454545454546,Rotten,4.033884630899556,Felt Hat,32.89473684210526,Rotten,3.897116134060795,Fang,12.376237623762377,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Surprised,18.45018450184502,Fresh,2.531645569620253,133.99023594148684
27,11,1.0,Orange,3.3875338753387534,Black Turtleneck,42.016806722689076,Rotten,4.033884630899556,Mullet,30.674846625766875,Fresh,2.5614754098360653,Snarl,12.594458438287154,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Black Glasses,17.543859649122805,Fresh,2.531645569620253,126.51834570140956
28,11,1.0,Blue,3.2927230819888043,Red Tracksuit,40.983606557377044,Rotten,4.033884630899556,Slick,32.05128205128205,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Spooky,17.761989342806395,Fresh,2.531645569620253,127.78315444558913
29,11,1.0,Pink,6.644518272425249,Golf Vest,38.46153846153846,Fresh,2.4691358024691357,Red Cap,28.57142857142857,Rotten,3.897116134060795,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Bright,17.793594306049823,Damaged,2.834467120181406,126.371332230048
30,11,1.0,Charcoal,9.9601593625498,Pink Puffer,44.44444444444444,Fresh,2.4691358024691357,Red Cap,28.57142857142857,Damaged,2.8328611898017,Fang,12.376237623762377,Rotten,4.012841091492777,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Demon,18.214936247723134,Fresh,2.531645569620253,133.75064525051712
31,11,1.0,Pink,6.644518272425249,Black Bowtie,39.8406374501992,Rotten,4.033884630899556,Dreads,31.847133757961785,Damaged,2.8328611898017,Lips,13.157894736842106,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Demon,18.214936247723134,Fresh,2.531645569620253,132.20206178756962
32,11,1.0,Orange,3.3875338753387534,Black Hoodie,45.45454545454546,Rotten,4.033884630899556,Spiked,28.011204481792713,Fresh,2.5614754098360653,Surprised,13.623978201634877,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Sad,17.88908765652952,Fresh,2.531645569620253,129.41594355342514
33,11,1.0,Orange,3.3875338753387534,Green Camo Jacket,42.5531914893617,Fresh,2.4691358024691357,Betty,28.328611898016998,Damaged,2.8328611898017,Smiley,12.836970474967908,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,White Glasses,18.552875695732837,Damaged,2.834467120181406,124.96948232571947
34,11,1.0,Purple,6.657789613848203,Purple Hoodie,43.10344827586207,Rotten,4.033884630899556,Red Cap,28.57142857142857,Fresh,2.5614754098360653,Surprised,13.623978201634877,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Moody,18.975332068311197,Damaged,2.834467120181406,132.2843921652299
35,11,1.0,Blue,3.2927230819888043,Purple Hoodie,43.10344827586207,Rotten,4.033884630899556,Shaved,32.05128205128205,Fresh,2.5614754098360653,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Black Glasses,17.543859649122805,Fresh,2.531645569620253,130.18151140964508
36,11,1.0,Purple,6.657789613848203,Blue Baseball,39.52569169960474,Rotten,4.033884630899556,Grey Bucket,32.57328990228013,Damaged,2.8328611898017,Smiley,12.836970474967908,Rotten,4.012841091492777,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Worried,17.88908765652952,Damaged,2.834467120181406,132.7824756999655
37,11,1.0,Blue,3.2927230819888043,Leather Jacket,39.682539682539684,Rotten,4.033884630899556,Black Cap,27.700831024930746,Rotten,3.897116134060795,Skully,13.458950201884251,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Sly,17.6056338028169,Damaged,2.834467120181406,123.35377137551023
38,11,1.0,Orange,3.3875338753387534,Orange Turtleneck,45.24886877828054,Damaged,2.881014116969173,Black Cap,27.700831024930746,Fresh,2.5614754098360653,Surprised,13.623978201634877,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Mutant,17.36111111111111,Rotten,3.965107057890563,128.02047996894214
39,11,1.0,Orange,3.3875338753387534,Red Tracksuit,40.983606557377044,Rotten,4.033884630899556,Bantu Knot,29.15451895043732,Fresh,2.5614754098360653,Surprised,13.623978201634877,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Sad,17.88908765652952,Damaged,2.834467120181406,126.89102415521818
40,11,1.0,Charcoal,9.9601593625498,Red Baseball,39.682539682539684,Fresh,2.4691358024691357,Blackhat,31.25,Fresh,2.5614754098360653,Pucker,13.089005235602095,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Scared,18.867924528301888,Fresh,2.531645569620253,131.3762369002283
41,11,1.0,Blue,3.2927230819888043,Red Tracksuit,40.983606557377044,Fresh,2.4691358024691357,Cornrows,27.77777777777778,Damaged,2.8328611898017,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Scared,18.867924528301888,Fresh,2.531645569620253,122.69019442883794
42,11,1.0,Orange,3.3875338753387534,White Brand Tee,42.016806722689076,Fresh,2.4691358024691357,Orange Bucket,28.73563218390805,Fresh,2.5614754098360653,Pucker,13.089005235602095,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Pink Glasses,17.88908765652952,Fresh,2.531645569620253,125.10279420897658
43,11,1.0,Orange,3.3875338753387534,Pilot Jacket,42.19409282700422,Rotten,4.033884630899556,Spiked,28.011204481792713,Damaged,2.8328611898017,Fang,12.376237623762377,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Pink Glasses,17.88908765652952,Fresh,2.531645569620253,126.99143860770681
44,11,1.0,Purple,6.657789613848203,Green Shirt,39.682539682539684,Damaged,2.881014116969173,Bowlcut,29.15451895043732,Fresh,2.5614754098360653,Pucker,13.089005235602095,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Surprised,18.45018450184502,Rotten,3.965107057890563,127.40598587827749
45,11,1.0,Orange,3.3875338753387534,Blue Baseball,39.52569169960474,Damaged,2.881014116969173,Orange Beanie,29.32551319648094,Damaged,2.8328611898017,Fang,12.376237623762377,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Pink Glasses,17.88908765652952,Rotten,3.965107057890563,124.60551816936142
46,11,1.0,Purple,6.657789613848203,Denim Dungarees,41.666666666666664,Damaged,2.881014116969173,Side Shave,27.47252747252747,Fresh,2.5614754098360653,Smiley,12.836970474967908,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Bright,17.793594306049823,Rotten,3.965107057890563,126.68277081496397
47,11,1.0,Pink,6.644518272425249,Suspenders,40.0,Fresh,2.4691358024691357,Curtains,30.211480362537767,Fresh,2.5614754098360653,Fang,12.376237623762377,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Sad,17.88908765652952,Fresh,2.531645569620253,127.10605245016401
48,11,1.0,Blue,3.2927230819888043,Fancy Suit,43.66812227074236,Fresh,2.4691358024691357,Golf Cap,29.41176470588235,Damaged,2.8328611898017,Grimace,12.345679012345679,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Sad,17.88908765652952,Damaged,2.834467120181406,126.34022002952797
49,11,1.0,Blue,3.2927230819888043,Leather Jacket,39.682539682539684,Damaged,2.881014116969173,Orange Bucket,28.73563218390805,Damaged,2.8328611898017,Snarl,12.594458438287154,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Scared,18.867924528301888,Rotten,3.965107057890563,124.94852294902972
50,11,1.0,Orange,3.3875338753387534,Pilot Jacket,42.19409282700422,Fresh,2.4691358024691357,Mohawk,29.498525073746315,Rotten,3.897116134060795,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Pink Glasses,17.88908765652952,Fresh,2.531645569620253,126.43368474054796
51,11,1.0,Blue,3.2927230819888043,Silver Puffer,41.49377593360996,Damaged,2.881014116969173,Black Cap,27.700831024930746,Rotten,3.897116134060795,Lips,13.157894736842106,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Thick Rim,17.921146953405017,Fresh,2.531645569620253,126.61103830438456
52,11,1.0,Blue,3.2927230819888043,Red Baseball,39.682539682539684,Fresh,2.4691358024691357,Flattop,29.940119760479043,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Lazy,16.835016835016834,Rotten,3.965107057890563,123.31266543199908
53,11,1.0,Purple,6.657789613848203,Leather Jacket,39.682539682539684,Fresh,2.4691358024691357,Red Cap,28.57142857142857,Damaged,2.8328611898017,Skully,13.458950201884251,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Worried,17.88908765652952,Damaged,2.834467120181406,126.95518893277152
54,11,1.0,Orange,3.3875338753387534,Denim Dungarees,41.666666666666664,Damaged,2.881014116969173,Red Cap,28.57142857142857,Damaged,2.8328611898017,Bulldog,12.970168612191959,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Demon,18.214936247723134,Fresh,2.531645569620253,124.23008962958924
55,11,1.0,Charcoal,9.9601593625498,Blue Stripe,44.84304932735426,Damaged,2.881014116969173,Black Cap,27.700831024930746,Damaged,2.8328611898017,Toothy,13.36898395721925,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Sad,17.88908765652952,Fresh,2.531645569620253,133.298192597925
56,11,1.0,Blue,3.2927230819888043,Charcoal Puffer,43.47826086956522,Rotten,4.033884630899556,Orange Beanie,29.32551319648094,Damaged,2.8328611898017,Pucker,13.089005235602095,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Black Glasses,17.543859649122805,Fresh,2.531645569620253,127.7241326126684
57,11,1.0,Blue,3.2927230819888043,Spotty Fur,48.07692307692308,Damaged,2.881014116969173,Cornrows,27.77777777777778,Damaged,2.8328611898017,Lips,13.157894736842106,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Bright,17.793594306049823,Fresh,2.531645569620253,129.30878516528213
58,11,1.0,Blue,3.2927230819888043,Orange Puffvest,41.1522633744856,Damaged,2.881014116969173,Slick,32.05128205128205,Fresh,2.5614754098360653,Surprised,13.623978201634877,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Lazy,16.835016835016834,Damaged,2.834467120181406,128.33077012349142
59,11,1.0,Purple,6.657789613848203,Green Flannel,41.84100418410041,Fresh,2.4691358024691357,Cornrows,27.77777777777778,Rotten,3.897116134060795,Bulldog,12.970168612191959,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Worried,17.88908765652952,Fresh,2.531645569620253,127.32428574354836
60,11,1.0,Blue,3.2927230819888043,Black Singlet,47.39336492890995,Fresh,2.4691358024691357,High Slick,30.8641975308642,Damaged,2.8328611898017,Fang,12.376237623762377,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Black Glasses,17.543859649122805,Fresh,2.531645569620253,133.03891612949693
61,11,1.0,Purple,6.657789613848203,Green Camo Jacket,42.5531914893617,Damaged,2.881014116969173,Ramona,33.11258278145695,Fresh,2.5614754098360653,Mo,13.297872340425531,Fresh,2.5106703489831785,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Sad,17.88908765652952,Damaged,2.834467120181406,134.02020053905667
62,11,1.0,Orange,3.3875338753387534,Green Camo Jacket,42.5531914893617,Damaged,2.881014116969173,Box Fade,28.81844380403458,Damaged,2.8328611898017,Grimace,12.345679012345679,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Pink Glasses,17.88908765652952,Fresh,2.531645569620253,124.41329149385041
63,11,1.0,Orange,3.3875338753387534,Black Dungarees,45.45454545454546,Rotten,4.033884630899556,Headscarf,32.67973856209151,Damaged,2.8328611898017,Lips,13.157894736842106,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Reptile,17.6056338028169,Rotten,3.965107057890563,133.96482500643464
64,11,1.0,Blue,3.2927230819888043,Sand Camo Jacket,42.37288135593221,Fresh,2.4691358024691357,Bouffant,27.700831024930746,Rotten,3.897116134060795,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Worried,17.88908765652952,Fresh,2.531645569620253,125.71649684632061
65,11,1.0,Purple,6.657789613848203,White Tee,44.642857142857146,Damaged,2.881014116969173,Spiked,28.011204481792713,Fresh,2.5614754098360653,Smiley,12.836970474967908,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Dead,17.73049645390071,Fresh,2.531645569620253,130.41238235788123
66,11,1.0,Blue,3.2927230819888043,Black Singlet,47.39336492890995,Rotten,4.033884630899556,Felt Hat,32.89473684210526,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Rotten,4.012841091492777,Nose Ring,4.990019960079841,Fresh,2.463661000246366,White Glasses,18.552875695732837,Damaged,2.834467120181406,137.0002183736648
67,11,1.0,Blue,3.2927230819888043,Purple BBall,41.49377593360996,Damaged,2.881014116969173,Slick,32.05128205128205,Fresh,2.5614754098360653,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Thick Rim,17.921146953405017,Fresh,2.531645569620253,126.94967277013868
68,11,1.0,Blue,3.2927230819888043,Red Bow Tie,41.32231404958678,Rotten,4.033884630899556,Orange Bucket,28.73563218390805,Fresh,2.5614754098360653,Toothy,13.36898395721925,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Lazy,16.835016835016834,Fresh,2.531645569620253,125.10414747105922
69,11,1.0,Pink,6.644518272425249,Purple Fur,46.51162790697675,Rotten,4.033884630899556,Red Cap,28.57142857142857,Fresh,2.5614754098360653,Surprised,13.623978201634877,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Sleepy,19.49317738791423,Damaged,2.834467120181406,135.12218319750482
70,11,1.0,Orange,3.3875338753387534,Fishnet,41.49377593360996,Damaged,2.881014116969173,Black Cap,27.700831024930746,Damaged,2.8328611898017,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Sleepy,19.49317738791423,Damaged,2.834467120181406,126.20402713857172
71,11,1.0,Charcoal,9.9601593625498,Fishnet,41.49377593360996,Rotten,4.033884630899556,Ramona,33.11258278145695,Damaged,2.8328611898017,Fang,12.376237623762377,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,White Glasses,18.552875695732837,Fresh,2.531645569620253,136.49040197702044
72,11,1.0,Purple,6.657789613848203,Orange Turtleneck,45.24886877828054,Damaged,2.881014116969173,Felt Hat,32.89473684210526,Damaged,2.8328611898017,Pucker,13.089005235602095,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Dead,17.73049645390071,Fresh,2.531645569620253,134.8307691094373
73,11,1.0,Orange,3.3875338753387534,Fancy Suit,43.66812227074236,Fresh,2.4691358024691357,Headscarf,32.67973856209151,Damaged,2.8328611898017,Toothy,13.36898395721925,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Bright,17.793594306049823,Fresh,2.531645569620253,131.2905446274218
74,11,1.0,Blue,3.2927230819888043,Blue Baseball,39.52569169960474,Damaged,2.881014116969173,Box Fade,28.81844380403458,Damaged,2.8328611898017,Surprised,13.623978201634877,Rotten,4.012841091492777,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Thick Rim,17.921146953405017,Damaged,2.834467120181406,125.3287595794726
75,11,1.0,Orange,3.3875338753387534,Red Bow Tie,41.32231404958678,Damaged,2.881014116969173,Blackhat,31.25,Damaged,2.8328611898017,Snarl,12.594458438287154,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Black Glasses,17.543859649122805,Damaged,2.834467120181406,127.20543753337681
76,11,1.0,Blue,3.2927230819888043,Charcoal Puffer,43.47826086956522,Damaged,2.881014116969173,Blackhat,31.25,Fresh,2.5614754098360653,Pucker,13.089005235602095,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Sad,17.88908765652952,Rotten,3.965107057890563,131.50522336047806
77,11,1.0,Pink,6.644518272425249,Blue Puffvest,45.45454545454546,Fresh,2.4691358024691357,Space Buns,28.901734104046245,Damaged,2.8328611898017,Fang,12.376237623762377,Rotten,4.012841091492777,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Black Glasses,17.543859649122805,Rotten,3.965107057890563,133.78643256591585
78,11,1.0,Orange,3.3875338753387534,Purple Fur,46.51162790697675,Fresh,2.4691358024691357,Blackhat,31.25,Damaged,2.8328611898017,Snarl,12.594458438287154,Rotten,4.012841091492777,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Dead,17.73049645390071,Fresh,2.531645569620253,131.65755567511215
79,11,1.0,Pink,6.644518272425249,Spiked Jacket,40.48582995951417,Damaged,2.881014116969173,Bantu Knot,29.15451895043732,Rotten,3.897116134060795,Glum,12.88659793814433,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Mutant,17.36111111111111,Damaged,2.834467120181406,128.5676453558272
80,11,1.0,Blue,3.2927230819888043,Dark Grey Brand Tee,46.29629629629629,Damaged,2.881014116969173,Blackhat,31.25,Damaged,2.8328611898017,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Moody,18.975332068311197,Rotten,3.965107057890563,134.5565265522912
